576897,POST,POSTAGE,7,2011-11-17 08:41:00,65.0,17828.0
576897,22767,TRIPLE PHOTO FRAME CORNICE,2,2011-11-17 08:41:00,9.95,17828.0
576897,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,2011-11-17 08:41:00,4.25,17828.0
576897,22768,FAMILY PHOTO FRAME CORNICE,2,2011-11-17 08:41:00,9.95,17828.0
576897,22796,PHOTO FRAME 3 CLASSIC HANGING,4,2011-11-17 08:41:00,9.95,17828.0
576897,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2011-11-17 08:41:00,9.95,17828.0
576897,22067,CHOC TRUFFLE GOLD TRINKET POT,12,2011-11-17 08:41:00,1.65,17828.0
576897,72741,GRAND CHOCOLATECANDLE,45,2011-11-17 08:41:00,1.45,17828.0
576897,22306,SILVER MUG BONE CHINA TREE OF LIFE,12,2011-11-17 08:41:00,1.06,17828.0
576897,22065,CHRISTMAS PUDDING TRINKET POT,48,2011-11-17 08:41:00,0.39,17828.0
576897,85034C,3 ROSE MORRIS BOXED CANDLES,24,2011-11-17 08:41:00,1.25,17828.0
576897,22307,GOLD MUG BONE CHINA TREE OF LIFE,24,2011-11-17 08:41:00,1.06,17828.0
C576898,POST,POSTAGE,-2,2011-11-17 08:47:00,65.0,17828.0
C578274,22768,FAMILY PHOTO FRAME CORNICE,-2,2011-11-23 13:42:00,9.95,17828.0
C578274,85034C,3 ROSE MORRIS BOXED CANDLES,-1,2011-11-23 13:42:00,1.25,17828.0
C578274,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,2011-11-23 13:42:00,4.25,17828.0
C578274,22307,GOLD MUG BONE CHINA TREE OF LIFE,-1,2011-11-23 13:42:00,1.06,17828.0
C578274,72741,GRAND CHOCOLATECANDLE,-3,2011-11-23 13:42:00,1.45,17828.0
