570681,POST,POSTAGE,1,2011-10-11 15:45:00,6.0,12381.0
570725,POST,POSTAGE,1,2011-10-12 11:30:00,4.5,12381.0
570793,23418,LAVENDER TOILETTE BOTTLE,12,2011-10-12 12:08:00,2.08,12444.0
570793,46000S,POLYESTER FILLER PAD 40x40cm,4,2011-10-12 12:08:00,1.45,12444.0
570793,22848,BREAD BIN DINER STYLE PINK,2,2011-10-12 12:08:00,16.95,12444.0
570793,22847,BREAD BIN DINER STYLE IVORY,3,2011-10-12 12:08:00,16.95,12444.0
570793,22624,IVORY KITCHEN SCALES,8,2011-10-12 12:08:00,8.5,12444.0
570793,22627,MINT KITCHEN SCALES,6,2011-10-12 12:08:00,8.5,12444.0
570793,22626,BLACK KITCHEN SCALES,4,2011-10-12 12:08:00,8.5,12444.0
570793,23407,SET OF 2 TRAYS HOME SWEET HOME,2,2011-10-12 12:08:00,9.95,12444.0
570793,23404,HOME SWEET HOME BLACKBOARD,6,2011-10-12 12:08:00,4.95,12444.0
570793,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,4,2011-10-12 12:08:00,6.25,12444.0
570793,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2011-10-12 12:08:00,4.95,12444.0
570793,22423,REGENCY CAKESTAND 3 TIER,4,2011-10-12 12:08:00,12.75,12444.0
570793,23245,SET OF 3 REGENCY CAKE TINS,8,2011-10-12 12:08:00,4.95,12444.0
570793,20749,ASSORTED COLOUR MINI CASES,2,2011-10-12 12:08:00,7.95,12444.0
570793,22761,CHEST 7 DRAWER MA CAMPAGNE,2,2011-10-12 12:08:00,24.95,12444.0
570793,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,2011-10-12 12:08:00,14.95,12444.0
570793,POST,POSTAGE,8,2011-10-12 12:08:00,40.0,12444.0
573035,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,2011-10-27 13:43:00,1.95,12433.0
573035,23494,VINTAGE DOILY DELUXE SEWING KIT,3,2011-10-27 13:43:00,5.95,12433.0
573035,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-10-27 13:43:00,1.25,12433.0
573035,23534,WALL ART STOP FOR TEA,3,2011-10-27 13:43:00,5.95,12433.0
573035,23530,WALL ART ONLY ONE PERSON,6,2011-10-27 13:43:00,4.95,12433.0
573035,23543,WALL ART KEEP CALM,6,2011-10-27 13:43:00,7.45,12433.0
573035,16008,SMALL FOLDING SCISSOR(POINTED EDGE),72,2011-10-27 13:43:00,0.12,12433.0
573035,17091J,VANILLA INCENSE IN TIN,36,2011-10-27 13:43:00,0.38,12433.0
573035,47504H,ENGLISH ROSE SPIRIT LEVEL,12,2011-10-27 13:43:00,0.79,12433.0
573035,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,2011-10-27 13:43:00,0.42,12433.0
573035,72232,FENG SHUI PILLAR CANDLE,48,2011-10-27 13:43:00,0.19,12433.0
573035,84596G,SMALL CHOCOLATES PINK BOWL,16,2011-10-27 13:43:00,0.42,12433.0
573035,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,96,2011-10-27 13:43:00,1.06,12433.0
573035,22652,TRAVEL SEWING KIT,20,2011-10-27 13:43:00,1.65,12433.0
573035,21770,OPEN CLOSED METAL SIGN,2,2011-10-27 13:43:00,4.95,12433.0
573035,21165,BEWARE OF THE CAT METAL SIGN,12,2011-10-27 13:43:00,1.69,12433.0
573035,21169,YOU'RE CONFUSING ME METAL SIGN,12,2011-10-27 13:43:00,1.69,12433.0
573035,21181,PLEASE ONE PERSON METAL SIGN,12,2011-10-27 13:43:00,2.1,12433.0
573035,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-10-27 13:43:00,2.1,12433.0
573035,21166,COOK WITH WINE METAL SIGN,12,2011-10-27 13:43:00,2.08,12433.0
573035,21175,GIN + TONIC DIET METAL SIGN,12,2011-10-27 13:43:00,2.55,12433.0
573035,85152,HAND OVER THE CHOCOLATE   SIGN,12,2011-10-27 13:43:00,2.1,12433.0
573035,22913,RED COAT RACK PARIS FASHION,3,2011-10-27 13:43:00,4.95,12433.0
573035,22914,BLUE COAT RACK PARIS FASHION,3,2011-10-27 13:43:00,4.95,12433.0
573035,22912,YELLOW COAT RACK PARIS FASHION,3,2011-10-27 13:43:00,4.95,12433.0
573035,22467,GUMBALL COAT RACK,6,2011-10-27 13:43:00,2.55,12433.0
573035,22630,DOLLY GIRL LUNCH BOX,12,2011-10-27 13:43:00,1.95,12433.0
573035,22659,LUNCH BOX I LOVE LONDON,12,2011-10-27 13:43:00,1.95,12433.0
573035,85232D,SET/3 DECOUPAGE STACKING TINS,24,2011-10-27 13:43:00,4.25,12433.0
573035,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-10-27 13:43:00,2.89,12433.0
573035,84050,PINK HEART SHAPE EGG FRYING PAN,72,2011-10-27 13:43:00,1.25,12433.0
573035,47559B,TEA TIME OVEN GLOVE,10,2011-10-27 13:43:00,1.25,12433.0
573035,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-10-27 13:43:00,1.45,12433.0
573035,21213,PACK OF 72 SKULL CAKE CASES,120,2011-10-27 13:43:00,0.42,12433.0
573035,23245,SET OF 3 REGENCY CAKE TINS,16,2011-10-27 13:43:00,4.15,12433.0
573035,22979,PANTRY WASHING UP BRUSH,12,2011-10-27 13:43:00,1.45,12433.0
573035,23184,BULL DOG BOTTLE OPENER,4,2011-10-27 13:43:00,4.95,12433.0
573035,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-10-27 13:43:00,3.95,12433.0
573035,23167,SMALL CERAMIC TOP STORAGE JAR,12,2011-10-27 13:43:00,0.83,12433.0
573035,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,2011-10-27 13:43:00,1.25,12433.0
573035,23165,LARGE CERAMIC TOP STORAGE JAR,12,2011-10-27 13:43:00,1.65,12433.0
573035,23169,CLASSIC GLASS COOKIE JAR,18,2011-10-27 13:43:00,3.75,12433.0
573035,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2011-10-27 13:43:00,0.85,12433.0
573035,23236,STORAGE TIN VINTAGE DOILY,6,2011-10-27 13:43:00,2.89,12433.0
573035,23508,MINI PLAYING CARDS DOLLY GIRL,20,2011-10-27 13:43:00,0.42,12433.0
