571191,POST,POSTAGE,1,2011-10-14 11:44:00,15.0,17404.0
571318,23245,SET OF 3 REGENCY CAKE TINS,96,2011-10-17 10:50:00,4.95,17404.0
571318,22720,SET OF 3 CAKE TINS PANTRY DESIGN,96,2011-10-17 10:50:00,4.95,17404.0
571318,23157,SET OF 6 NATIVITY MAGNETS,120,2011-10-17 10:50:00,2.08,17404.0
571318,23510,MINI PLAYING CARDS GYMKHANA,250,2011-10-17 10:50:00,0.42,17404.0
571318,23508,MINI PLAYING CARDS DOLLY GIRL,250,2011-10-17 10:50:00,0.42,17404.0
571318,23507,MINI PLAYING CARDS BUFFALO BILL,250,2011-10-17 10:50:00,0.42,17404.0
571318,23506,MINI PLAYING CARDS SPACEBOY,250,2011-10-17 10:50:00,0.42,17404.0
571318,22759,SET OF 3 NOTEBOOKS IN PARCEL,96,2011-10-17 10:50:00,1.65,17404.0
571318,22492,MINI PAINT SET VINTAGE,576,2011-10-17 10:50:00,0.65,17404.0
571318,23370,SET 36 COLOURING PENCILS DOILY,128,2011-10-17 10:50:00,1.25,17404.0
571318,23368,SET 12 COLOUR PENCILS DOLLY GIRL,384,2011-10-17 10:50:00,0.65,17404.0
571318,23367,SET 12 COLOUR PENCILS SPACEBOY,384,2011-10-17 10:50:00,0.65,17404.0
571318,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,96,2011-10-17 10:50:00,0.85,17404.0
571318,22952,60 CAKE CASES VINTAGE CHRISTMAS,480,2011-10-17 10:50:00,0.42,17404.0
571318,23307,SET OF 60 PANTRY DESIGN CAKE CASES,240,2011-10-17 10:50:00,0.42,17404.0
571318,22951,60 CAKE CASES DOLLY GIRL DESIGN,240,2011-10-17 10:50:00,0.42,17404.0
571318,22417,PACK OF 60 SPACEBOY CAKE CASES,240,2011-10-17 10:50:00,0.42,17404.0
571318,21212,PACK OF 72 RETROSPOT CAKE CASES,240,2011-10-17 10:50:00,0.42,17404.0
571318,84991,60 TEATIME FAIRY CAKE CASES,240,2011-10-17 10:50:00,0.42,17404.0
571318,21211,SET OF 72 SKULL PAPER  DOILIES,192,2011-10-17 10:50:00,1.45,17404.0
571318,21210,SET OF 72 RETROSPOT PAPER  DOILIES,192,2011-10-17 10:50:00,1.45,17404.0
571318,22139,RETROSPOT TEA SET CERAMIC 11 PC,24,2011-10-17 10:50:00,4.95,17404.0
571318,21791,VINTAGE HEADS AND TAILS CARD GAME,72,2011-10-17 10:50:00,1.25,17404.0
571318,21704,BAG 250g SWIRLY MARBLES,72,2011-10-17 10:50:00,0.85,17404.0
571318,21889,WOODEN BOX OF DOMINOES,144,2011-10-17 10:50:00,1.25,17404.0
571318,21915,RED  HARMONICA IN BOX,240,2011-10-17 10:50:00,1.25,17404.0
571318,22961,JAM MAKING SET PRINTED,96,2011-10-17 10:50:00,1.45,17404.0
571318,22348,TEA BAG PLATE RED RETROSPOT,144,2011-10-17 10:50:00,0.85,17404.0
571318,15036,ASSORTED COLOURS SILK FAN,72,2011-10-17 10:50:00,0.83,17404.0
571318,23191,BUNDLE OF 3 RETRO NOTE BOOKS,48,2011-10-17 10:50:00,1.45,17404.0
573333,23480,MINI LIGHTS WOODLAND MUSHROOMS,16,2011-10-30 11:34:00,3.75,12483.0
573333,23473,WOODLAND SMALL RED FELT HEART,12,2011-10-30 11:34:00,0.83,12483.0
573333,22580,ADVENT CALENDAR GINGHAM SACK,12,2011-10-30 11:34:00,5.95,12483.0
573333,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-10-30 11:34:00,0.29,12483.0
573333,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-10-30 11:34:00,0.29,12483.0
573333,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2011-10-30 11:34:00,0.29,12483.0
573333,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-10-30 11:34:00,4.15,12483.0
573333,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,2011-10-30 11:34:00,4.15,12483.0
573333,23254,CHILDRENS CUTLERY DOLLY GIRL,4,2011-10-30 11:34:00,4.15,12483.0
573333,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-10-30 11:34:00,1.65,12483.0
573333,22865,HAND WARMER OWL DESIGN,12,2011-10-30 11:34:00,2.1,12483.0
573333,22633,HAND WARMER UNION JACK,12,2011-10-30 11:34:00,2.1,12483.0
573333,21888,BINGO SET,4,2011-10-30 11:34:00,3.75,12483.0
573333,22779,WOODEN OWLS LIGHT GARLAND,8,2011-10-30 11:34:00,4.25,12483.0
573333,POST,POSTAGE,2,2011-10-30 11:34:00,40.0,12483.0
573333,23084,RABBIT NIGHT LIGHT,24,2011-10-30 11:34:00,1.79,12483.0
