556917,21992,VINTAGE PAISLEY STATIONERY SET,12,2011-06-15 13:37:00,1.25,12415.0
556917,21993,FLORAL FOLK STATIONERY SET,60,2011-06-15 13:37:00,1.25,12415.0
556917,21933,PINK VINTAGE PAISLEY PICNIC BAG,100,2011-06-15 13:37:00,1.65,12415.0
556917,21990,MODERN FLORAL STATIONERY SET,72,2011-06-15 13:37:00,1.25,12415.0
556917,84944,SET OF 6 KASHMIR FOLKART BAUBLES,60,2011-06-15 13:37:00,1.65,12415.0
556917,21929,JUMBO BAG PINK VINTAGE PAISLEY,100,2011-06-15 13:37:00,1.79,12415.0
556917,23166,MEDIUM CERAMIC TOP STORAGE JAR,96,2011-06-15 13:37:00,1.04,12415.0
556917,23167,SMALL CERAMIC TOP STORAGE JAR,96,2011-06-15 13:37:00,0.69,12415.0
556917,23165,LARGE CERAMIC TOP STORAGE JAR,96,2011-06-15 13:37:00,1.45,12415.0
556917,23172,REGENCY TEA PLATE PINK,96,2011-06-15 13:37:00,1.45,12415.0
556917,23170,REGENCY TEA PLATE ROSES,96,2011-06-15 13:37:00,1.45,12415.0
556917,23171,REGENCY TEA PLATE GREEN,96,2011-06-15 13:37:00,1.45,12415.0
556917,23173,REGENCY TEAPOT ROSES,60,2011-06-15 13:37:00,8.15,12415.0
556917,23174,REGENCY SUGAR BOWL GREEN,48,2011-06-15 13:37:00,3.75,12415.0
556917,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,144,2011-06-15 13:37:00,1.45,12415.0
556917,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,144,2011-06-15 13:37:00,1.45,12415.0
556917,23238,SET OF 4 KNICK KNACK TINS LONDON,96,2011-06-15 13:37:00,3.75,12415.0
556917,23240,SET OF 4 KNICK KNACK TINS DOILEY,192,2011-06-15 13:37:00,3.75,12415.0
556917,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,240,2011-06-15 13:37:00,4.15,12415.0
556917,23300,GARDENERS KNEELING PAD CUP OF TEA,24,2011-06-15 13:37:00,1.65,12415.0
556917,23301,GARDENERS KNEELING PAD KEEP CALM,24,2011-06-15 13:37:00,1.65,12415.0
556917,23306,SET OF 36 DOILIES PANTRY DESIGN,144,2011-06-15 13:37:00,1.25,12415.0
556917,23307,SET OF 60 PANTRY DESIGN CAKE CASES,240,2011-06-15 13:37:00,0.42,12415.0
556917,23308,SET OF 60 VINTAGE LEAF CAKE CASES,120,2011-06-15 13:37:00,0.42,12415.0
556917,23309,SET OF 60 I LOVE LONDON CAKE CASES,120,2011-06-15 13:37:00,0.42,12415.0
556917,23239,SET OF 4 KNICK KNACK TINS POPPIES,96,2011-06-15 13:37:00,3.75,12415.0
556917,23236,DOILEY STORAGE TIN,144,2011-06-15 13:37:00,2.49,12415.0
556917,23241,TREASURE TIN GYMKHANA DESIGN,144,2011-06-15 13:37:00,1.85,12415.0
556917,23242,TREASURE TIN BUFFALO BILL,144,2011-06-15 13:37:00,1.85,12415.0
556917,23237,SET OF 4 KNICK KNACK TINS LEAVES,48,2011-06-15 13:37:00,3.75,12415.0
556917,23235,STORAGE TIN VINTAGE LEAF,96,2011-06-15 13:37:00,2.49,12415.0
556917,23244,ROUND STORAGE TIN VINTAGE LEAF,96,2011-06-15 13:37:00,1.65,12415.0
556917,23245,SET OF 3 REGENCY CAKE TINS,240,2011-06-15 13:37:00,4.15,12415.0
556917,21976,PACK OF 60 MUSHROOM CAKE CASES,240,2011-06-15 13:37:00,0.42,12415.0
556917,21974,SET OF 36 PAISLEY FLOWER DOILIES,144,2011-06-15 13:37:00,1.25,12415.0
556917,23291,DOLLY GIRL CHILDRENS CUP,96,2011-06-15 13:37:00,1.05,12415.0
556917,23292,SPACE BOY CHILDRENS CUP,96,2011-06-15 13:37:00,1.05,12415.0
556917,23154,SET OF 4 JAM JAR MAGNETS,120,2011-06-15 13:37:00,1.85,12415.0
556917,23159,SET OF 5 PANCAKE DAY MAGNETS,120,2011-06-15 13:37:00,1.85,12415.0
556917,23084,RABBIT NIGHT LIGHT,240,2011-06-15 13:37:00,1.79,12415.0
556917,23108,SET OF 10 LED DOLLY LIGHTS,48,2011-06-15 13:37:00,5.39,12415.0
556917,22147,FELTCRAFT BUTTERFLY HEARTS,120,2011-06-15 13:37:00,1.25,12415.0
556917,20840,FRENCH FLORAL CUSHION COVER,24,2011-06-15 13:37:00,0.85,12415.0
556917,20837,FRENCH FLORAL CUSHION COVER,12,2011-06-15 13:37:00,0.83,12415.0
556917,20984,12 PENCILS TALL TUBE POSY,240,2011-06-15 13:37:00,0.29,12415.0
556917,21936,RED RETROSPOT PICNIC BAG,50,2011-06-15 13:37:00,2.55,12415.0
556917,22150,3 STRIPEY MICE FELTCRAFT,120,2011-06-15 13:37:00,1.65,12415.0
556917,20725,LUNCH BAG RED RETROSPOT,100,2011-06-15 13:37:00,1.45,12415.0
556917,21537,RED RETROSPOT PUDDING BOWL,64,2011-06-15 13:37:00,3.75,12415.0
556917,21531,RED RETROSPOT SUGAR JAM BOWL,48,2011-06-15 13:37:00,2.1,12415.0
556917,21539,RED RETROSPOT BUTTER DISH,3,2011-06-15 13:37:00,4.95,12415.0
556917,21843,RED RETROSPOT CAKE STAND,24,2011-06-15 13:37:00,9.95,12415.0
556917,22070,SMALL RED RETROSPOT MUG IN BOX,36,2011-06-15 13:37:00,3.39,12415.0
556917,22138,BAKING SET 9 PIECE RETROSPOT,48,2011-06-15 13:37:00,4.25,12415.0
556917,22348,TEA BAG PLATE RED RETROSPOT,144,2011-06-15 13:37:00,0.72,12415.0
